hash,ctype,,audit,
b36c9249be12c3082902e2f46ec02debad10c68c,0,,0,
2f1ff8bde0a7a96801b6b690bbadb64c9c40b627,0,,1,
26d3d4dc2c07475bf8c78417c9ffbb339fbd9587,0,,1,
23e67bd959524c8905969f2336318d53ac2ce3cf,0,,0,
6a60c444fd12c2e260ad3f4526990967ba96fd7d,0,,0,
52cb1d3edc2f10a4aa7293afeb01933c694334f9,0,,0,
835c4116684b7614f68f87a7a908d3c373ad5ac5,0,,0,
c927cc065749245fa181427565ebff8cbaa26e51,0,,0,
c78316b55c75b5739362b1020d47e77e2cac4319,0,,0,
5f9d087c631649b0e716e8bd34243ffbcf100973,0,,0,
73d09ea7e1ad323f1321a9fd45cb6a1a11a0d946,0,,0,
cd1d7968b9ea93bf7bbb1fa5723a3ddd885c6ce9,0,,0,
89a458521a3420963045cbee18c754e9c2bb1ef6,0,,0,
ff3207dea92f795c8bf40c06f6e5d4f02eee9bb5,0,,0,
81197a29f862465c9ad91b154ec167182938b356,0,,0,
568a29495d075662994ded51da8aee2ef5289bae,0,,0,
501794abed8f3534fc7723a2d562359e0035b27e,0,,0,
32f8739bf9048f393326ec15a75d3508c3798644,0,,0,
aa95291e324e5a842652aa3ece62baedd3264c98,0,,1,
a330eebbf9ef3d70b3c68162c2ed926293df54f2,0,,1,
c04cf5e555143e77e6fa85df8ddfdd988cbe600f,0,,0,
2ffd55371bd56b5bdfb64a6528e407ca0da96682,0,,1,
deabaa3febba308d871fb743ce1a1d5ffe9c0ed8,0,,0,
fcb2a5060af3f63f54fc1d92888c8af6f1ad5d26,0,,0,
d96a9a02a4ccce974efe35e9f690a762556c33e5,0,,0,
162fe3efdf2949fd0ccbac3af43472b8328037eb,0,,0,
0a01939a3608d02845e926033e25b9853488044c,0,,1,
3ccf5574404e4e056570144a3299c058a7dcdd08,0,,0,
